"","created_time","snippet","headline","wordcount","section"
"12","2000-11-03T05:00:00+0000","Roberta Smith reviews Scandinavian design on display at Scandinavia House, new home of American-Scandinavian Foundation, on Park Avenue and 38th Street in Manhattan; photos (M)","A Smorgasbord of Nifty Ideas",1324,"Arts"
"13","2000-10-18T05:00:00+0000","Scandanavia House: The Nordic Center in America is dedicated on Park Avenue in Manhattan; dignitaries from Sweden, Norway, Denmark, Iceland and Finland attend ceremonies; photo (M)","From Ingmar to Ikea, New Center Gives City a Nordic Touch",600,"New York"
"14","2000-10-03T05:00:00+0000","Dankse Bank acquires RealDanmark for $3.1 billion in stock; graph (S)","DANISH BANK MERGER",51,"Business Day"
"15","2000-10-11T05:00:00+0000","Asia Society in Manhattan to present exhibition Power and Desire: South Asian Paintings From the San Diego Museum of Art, Edwin Binney 3d Collection'; photo; cultural festival known as Potato Holiday to begin in Copenhagen; 350 Qing Dynasty art ob...","Footlights",451,"Arts"
"16","2000-09-30T05:00:00+0000","Danish voters' resounding rejection of single European currency threatens British Prime Min Tony Blair's plan for similar vote, cornerstone of his effort to persuade reluctant Britons to adopt euro; passions highlighted by Danish vote undermine hi...","Britain Winces Over Denmark's Rejection of the Euro",978,"World"
"17","2000-09-29T05:00:00+0000","Denmark votes not to join Europe's common currency, the euro, undermining already fragile monetary experiment and turning its back on rapid European political integration championed by France and Germany; final results show 53.1 percent of elector...","Danish Voters Say No to Euro; A Blow to Unity",969,"World"
"18","2000-09-30T05:00:00+0000","Danish rejection of Europe's common currency and increasing likelihood that Slobodan Milosevic will be ousted from power in Yugoslavia discussed as improving outlook for Europe of loosely associated democratic nations instead of federal Europe of ...","More a Loop Than a Knot",957,"World"
"19","2000-09-29T05:00:00+0000","Euro slips against dollar as voters in Denmark appear to reject proposal to adopt currency; graph; chart (S)","THE MARKETS: CURRENCIES",37,"Business Day"
"20","2000-09-28T05:00:00+0000","Euro edges up slightly ahead of vote Sept 28 in Denmark on proposal to adopt currency; in New York, euro settles at 88.30 cents, up from 88.27; graph; chart (S)","THE MARKETS: CURRENCIES",39,"Business Day"
"21","2000-09-28T05:00:00+0000","Denmark holds its fourth referendum in less than decade on what degree of integration with European Union country desires; at issue in latest vote is whether Denmark should follow 12 other states of 15-member Union and join shared European currenc...","Danes to Vote on Adopting the Euro",563,"World"
"22","2000-09-26T05:00:00+0000","Euro trades at around 88 cents to the dollar on first full day of trading since intervention by central banks, and it weakens to 87.30 cents in late New York trading; Tresury Sec Lawrence H Summers insists that US has not changed its view that str...","Talk of Euro's Revival May Be Premature",852,"Business Day"
"23","2000-09-23T05:00:00+0000","European, American and Japanese central banks, shaken by relentless decline of euro, undertake surprise attempt to fight what they see as threat to world economy; move announced at start of Group of Seven meeting in Prague is first time in two yea...","Central Banks Move to Rescue An Ailing Euro",1757,"Business Day"
"24","2000-09-21T05:00:00+0000","British opposition to joining European single currency, the euro, has intensified as Britain's economy has continued to hold up well even as value of the euro has dropped badly against other major currencies; but with British trade closely tied to...","Anti-Euro Britons Feeling Vindicated; But Nation's Currency Isolation Is Still Seen as Threat by Many",1830,"Business Day"
"25","2000-09-10T05:00:00+0000","Denmark is experiencing acute identity crisis similar to several other European states; its recurring 'Hamlet syndrome' that something is rotten in state of Europe has reached new pitch as September 28 referendum nears on whether to preserve krone...","Identity Crisis for Denmark: Are We Danes or Europeans?",1805,"World"
"26","2000-09-18T05:00:00+0000","Greenland opposes plans by US to for missile defense system that would include use of American air base at Thule; although Denmark retains control over its foreign and defense policies and in past has pointed to Thule site as fulfilling it NATO ob...","Greenlanders Wary of a New Role in U.S. Defenses",1354,"World"
"27","2000-09-11T05:00:00+0000","Kennedy Center to begin dance season by convening several dance companies around country, and members of Bolshoi Ballet, to celebrate ballet master George Balanchine; photo; Kulturbro 2000, the Culture Bridge, is three-month feast of culture in De...","This Week",420,"Arts"
"28","2000-09-10T05:00:00+0000","David Margolick report on aesthetics of newly opened Oresund Fixed Link, bridge-tunnel-road linking Denmark and Sweden; discusses likely economic and social impact on two countries and its prospect for further unifying Europe; photos (The Sophisti...","Crossing The Oresund",2572,"Magazine"
"29","2000-08-20T05:00:00+0000","What's Doing In column describes upcoming events, sightseeing, lodging and restaurants in Copenhagen; photos; maps; chart (M)","Copenhagen",1775,"Travel"
"30","2000-08-15T05:00:00+0000","Tele Danmark and its main shareholder, SBC Communications, agrees to sell their joint 40 percent stake in NetCom of Norway to its Swedish rival, Telia, ending two-month deadlock; SBC, which owns 42 percent of Tele Danmark, will report pretax gain ...","NORWEGIAN PHONE STAKE SOLD",78,"Business Day"
"31","2000-07-26T05:00:00+0000","Defense Sec William S Cohen says proposed national missile defense system cannot succeed unless United States persuades its NATO allies to drop their opposition, Senate committee; holds shield must rely on radar stations abroad, most likely in Bri...","Cohen Says Missile Defense System Requires Support of Allies",847,"World"
"32","2000-12-24T05:00:00+0000","Letter by Indian immigrant Sundar Nilavar on Dec 18 article about Turkish immigrants in Denmark (S)","Star-Crossed, Joining Two Worlds",144,"Opinion"
"33","2000-12-24T05:00:00+0000","Paul Goldsman letter points out that immigrants to America have some of same experiences as Bunyamin Simsek, Turk in Denmark profiled in Dec 18 article (S)","Star-Crossed, Joining Two Worlds",150,"Opinion"
"34","2000-12-24T05:00:00+0000","Thomas P Tevnan letter on Dec 18 article about woes of Turkish immigrants in Denmark; sees hope in Bunyamin Simsek's 12-year-old son","Star-Crossed, Joining Two Worlds",157,"Opinion"
"35","2000-07-13T05:00:00+0000","Scandinavia is far ahead of US in wireless Internet communications, which many analysts and entrepreneurs see as the next big wave of technology; Sweden has already passed US as world's dominant 'information economy,' with Finland, Norway and Denm...","Wireless Valhalla: Hints of the Cellular Future",1527,"Technology"
"36","2000-04-30T05:00:00+0000","Michael Upchurch reviews book Music & Silence by Rose Tremain (M)","Still Rotten in Denmark",1056,"Books"
"37","2000-05-03T05:00:00+0000","","Paid Notice: Deaths  DANISH, MARCY",47,"Archives"
"38","2000-02-27T05:00:00+0000","spoï","Spoiled Rotten in Denmark",1377,"Books"
"39","2000-05-02T05:00:00+0000","","Paid Notice: Deaths  DANISH, MARCY",47,"Archives"
"40","2000-05-01T05:00:00+0000","","Paid Notice: Deaths  DANISH, MARCY",43,"Archives"
"41","2000-12-27T05:00:00+0000","Danish smoked salmon is available at Russ & Daughters in lower Manhattan, and several other places; photo (S)","From the Wild, by Way of Denmark",108,"Food"
"42","2000-10-03T05:00:00+0000","Regarding the report ""Danes Vote 'No' on Joining Euro"" (Sept. 29):. What a sad day for Denmark and the European Union. I myself voted ""yes,"" because it was the only choice with a clear perspective for the future of the European Union:","The Danish Referendum : LETTERS TO THE EDITOR",863,"Opinion"
"43","2000-10-04T05:00:00+0000","""Wary Danes Have Done Europe a Favor"" ran the headline over the article I contributed to this page on June 4, 1992. The words could be reused today..Journalism, even the thoughtful columns that appear on opinion pages like these, is an epheme","Another Danish Favor to Europe",4482,"Opinion"
"44","2000-09-09T05:00:00+0000","VEJLE, Denmark -- ""For Krone and Fatherland"" scream the giant posters at the annual congress of the nationalist Danish People's Party, exhorting Danes to defend their currency and their very nationhood.","A Danish Identity Crisis: Are We Europeans?",1856,"World"
"45","2000-04-24T05:00:00+0000","Richard Eder reviews book Music and Silence by Rose Tremain; photo (M)","Schemes, Adultery and Dark Palaces in Denmark",1031,"Books"
"46","2000-09-18T05:00:00+0000","When Denmark votes next week on whether to join or reject the European Union's common currency, the ballot says the issue is the euro. But the most essential question has become the national identity of a small place, and its fears that more EU in...","Denmark's Vote on Euro:Emotions Over Economics",8062,"Archives"
"47","2000-04-08T05:00:00+0000","2M INVEST A/S has a simple objective: to see the potential for a twentyfold return on its initial investments in young, unlisted information-technology companies around the world..Since its founding in 1992, the venture-capital company has made 41...","Computer Sector Lures Danish Firm",6235,"Your Money"
"48","2000-04-27T05:00:00+0000","Alan Truscott's bridge column on play by Americans Steve Weinstein and Larry Cohen in recent Politiken World Pairs bridge tournament in Cophenhagen, which was won by Italians; diagram (M)","Americans Lost in Denmark But Played the Best Defense",478,"Arts"
"49","2000-02-20T05:00:00+0000","Alan Riding interview with Soren Kragh-Jacobsen on his film Mifune; photo (M)","Recipe for Joy: Danish Dogma Plus Samurai",1604,"Movies"
"50","2000-03-08T05:00:00+0000","James R Oestreich reviews Danish National Symphony Orchestra performing music of Poul Ruders, Carl Nielsen and Brahms at Carnegie Hall under direction of Yuri Temirkanov; Pamela Frank is violin soloist; photo (M)","Danish Orchestra Serves Up Nielsen and Ruders",384,"Arts"
"51","2000-02-20T05:00:00+0000","Danish Design Center's new location overlooking Tivoli Gardens in Copenhagen noted (S)","Danish Design Center Moves Into a New Home",207,"Travel"
"52","2000-02-06T05:00:00+0000","","Paid Notice: Memorials  DENMARK, PAMELA D.",14,"Archives"
"53","2000-09-28T05:00:00+0000","Danish supporters and opponents of the euro made a final appeal for votes Wednesday as one of Europe's most ambivalent and skeptical nations prepared to decide whether to join the single currency..The last opinion polls in Denmark suggested a narr...","Euro Supporters Seen Closing Gap in Denmark",4472,"Business Day"
"54","2000-05-24T05:00:00+0000","Seventy kilometers south of Copenhagen, a peaceful drive through predictably prosperous rolling countryside on a not so predictably sunny May day leads to a thatched-roof farm house in the forest of Svennerup Skov, the headquarters of the Danish J...","Danish Jazz Lover Fosters a Coveted Prize",5785,"Style"
"55","2000-04-27T05:00:00+0000","GN Store Nord will acquire Beltone Electronics Corp, American maker of hearing aids, for $392.5 million in cash and stock (S)","DANISH COMPANY TO BUY BELTONE, MAKER OF HEARING AIDS",111,"Business Day"
"56","2000-03-25T05:00:00+0000","Done Pet Care Co, North America's largest maker of pet food for grocery chains and pet stores, will purchase Arovit Petfood of Denmark for $156 million in cash, tripling its business in Europe (S)","DOANE PET CARE TO PURCHASE AROVIT PETFOOD OF DENMARK",103,"Business Day"
"57","2000-06-22T05:00:00+0000","Molded plastic pieces designed by the late Vernier Panton can be configured as chair, bench, stool or table; photo (Currents column) (S)","A Peculiar Piece From Denmark Morphs to Suit Many Needs",126,"Home & Garden"
"58","2000-10-25T05:00:00+0000","When Kasper Holten became the artistic director of the Royal Danish Opera last May, he was only 27 and not well known outside Scandinavia. Especially since this theater has lately been on the rise, his initial staging since taking control has met ...","'The Queen of Spades' Never Emerges : Danish Opera's Rocky Tchaikovsky",4012,"Style"
"59","2000-10-01T05:00:00+0000","","Sept. 24-30; Denmark Rejects the Euro In Blow to European Unity",97,"Week in Review"
"60","2000-09-30T05:00:00+0000","Denmark's rejection of the euro scarcely touched the financial markets Friday as the single currency held steady, but the referendum sent a political shock wave across the European Union that was expected to have long-lasting repercussions..The re...","But Vote Sharpens Divisions in EU Over Its Currency Policy : Euro Unscathed by Danish 'No'",5101,"Business Day"
"61","2000-06-12T05:00:00+0000","France played with the swagger of a world champion Sunday as it started its campaign to add the European title by beating Denmark, 3-0, in the opening match in Group D of the Euro 2000..Four years ago, a France team slinked out of Euro '96 after l...","Denmark Fades After an Opening Flourish : Speedy Off the Mark, France Breezes, 3-0",5877,"Sports"
"62","2000-10-11T05:00:00+0000","Europe's inflation-watchers were put on guard Tuesday by a rash of reports showing creeping price increases in the 11-nation euro zone as well as in the next-door economies of Britain and Denmark..Markets increasingly believe that an unexpectedly ...","German, Danish and U.K. Indexes Shoot Up : European Prices Rise Despite Higher Rates",3398,"Business Day"
"63","2000-06-18T05:00:00+0000","Queen Margrethe of Denmark and King Carl Gustaf of Sweden are set to meet on July 1 to inaugurate Oresund Fixed Link, new 9.5-mile, $2 billion tunnel and bridge connecting southern Sweden to Europe; link is expected to create new European commerci...","A New Link Shrinks the Continent",760,"Travel"
"64","2000-07-27T05:00:00+0000","Conan D Owen letter scores stereotypical treatment of Scandinavians in July 13 article on their use of cell phones","A Double Standard",127,"Technology"
"65","2000-05-02T05:00:00+0000","Poul Hartling, former prime minister of Denmark who headed office of United Nations high commissioner for refugees when agency won 1981 Nobel Peace Prize, dies at age 85; photo (M)","Poul Hartling, 85, Ex-Head Of U.N. Agency for Refugees",590,"World"
"66","2000-04-30T05:00:00+0000","Karen Durbin interview with Danish film director Lars von Trier at Filmbyen, production complex he founded outside Copenhagen; photos; von Trier is responsible for Dogma 95 project, impromptu collective he and three colleagues formed to tweak Holl...","Making The Waves",3199,"Magazine"
"67","2000-03-24T05:00:00+0000","New report from World Health Orgn and other groups shows that deadly strains of drug-resistant tuberculosis are increasing not just in poor countries but in wealthy Western ones; report is released at tuberculosis conference in Amsterdam; warns th...","Resisting Drugs, TB Spreads Fast In the West",756,"World"
"68","2000-10-03T05:00:00+0000","The referendum in Denmark was not so much about money as about identity. Well, as an American living in Denmark, I have to chuckle a bit at the Danish nationalists' fear of having their national cultural identity absorbed into an integrated Europe...","LETTERS TO THE EDITOR",1027,"Opinion"
"69","2000-09-30T05:00:00+0000","Denmark's rejection of the euro is a political event far more meaningful as a gesture distancing the country from any future European Union integration than as some kind of early-term, failing grade for its common currency..The result resounds: A ...","In 'No' Vote, Danes Show Doubt Over EU's Course",5306,"Archives"
"70","2000-09-29T05:00:00+0000","","Outcome Expected to Increase Pressure on Single Currency : Danes Vote 'No' On Joining Euro By Solid Margin",1060,"World"
"71","2000-09-30T05:00:00+0000","","In 'No' Vote, Danes Show Doubt Over EU's Course",1224,"World"
"72","2000-09-29T05:00:00+0000","Danish voters rejected Thursday the country's entry into the European common currency by a convincing margin.. The result was expected to put additional pressure on the euro and raise fresh political problems for the 15-nation European Union. . Wi...","Outcome Expected to Increase Pressure on Single Currency : Danes Vote 'No' On Joining Euro By Solid Margin",3944,"Archives"
"73","2000-09-28T05:00:00+0000","In 1992 Danish skepticism about the European Union almost toppled the Maastricht Treaty. As Danes vote Thursday on whether to adopt the euro, they are once again causing officials in Brussels to frown. . The referendum on the common currency, whic...","Danes' Skepticism Carries a Crucial Message for EU Leaders",3989,"Opinion"
"74","2000-06-13T05:00:00+0000","In an earlier Euro 2000 match, Peter Berlin reported from Bruges, Belgium: . France 3 Denmark 0 France played with the swagger of a world champion Sunday as it started its campaign to add the European title by beating Denmark, 3-0, in the opening ...","Netherlands Leads Charmed Life (folo)",1998,"Sports"
"75","2000-10-01T05:00:00+0000","","Malena Mathiesen, David Belafonte",189,"Style"
"76","2000-09-21T05:00:00+0000","As an Englishman living in Denmark, I am daily subject to evidence for the nature of the European Union as a colossal confidence trick. It is plain to me that the kind of cooperation between member states that is supposed to be guaranteed by all t...","LETTERS TO THE EDITOR",1156,"Opinion"
"77","2000-01-17T05:00:00+0000","Museum of Television and Radio in New York and Los Angeles to present showings of I Love Lucy television series in program entitled The Unseen Lucy and Desi: Treasures From the Vault; singer Teri Thornton has issued new album and will appear at Vi...","THIS WEEK",422,"Arts"
"78","2000-03-07T05:00:00+0000","Swedish-Finnish bank MeritaNordbanken agrees to buy Unidanmark of Denmark for about $5 billion in stock (S)","SCANDINAVIAN BANK DEAL",91,"Business Day"
"79","2000-02-27T05:00:00+0000","John Burnham Schwartz reviews book The Danish Girl by David Ebershoff; drawing (M)8","Metamorphosis",971,"Books"
"80","2000-04-11T05:00:00+0000","When Queen Margrethe II of Denmark and Carl XVI Gustaf of Sweden open the Oresund link July 1, rail and road users will be able to cross the sound between Copenhagen and Malmo in just 15 minutes, a trip that now takes several hours by boat. . For ...","International Traveler / Update : A Nordic Link to Promise and Problems",3057,"Archives"
"81","2000-01-30T05:00:00+0000","Japan to introduce new medical insurance program meant to prevent death from overwork; Danish legislators spar over bill to require pig farms to give pigs daily showers; workers at Lacey, Wash, plagued by droppings from large numbers of seagulls a...","A Kinder, Gentler Workplace",214,"Business Day"
"82","2000-02-24T05:00:00+0000","The politician spoke dramatically about local families who feel outnumbered by immigrants in their own neighborhoods, who see themselves as strangers in their own land, and victims of ghettos they didn't create..Perhaps because his countrymen were...","Strains Over Immigration Unleash Anger : Danes Struggle to Deal With Populist Instincts",8056,"Archives"
"83","2000-08-29T05:00:00+0000","The Danes have a gut reaction to the European single currency. They are either for it or against it, and they line up almost equally on either side of the argument. .Over the weekend, a leading research group and publishing house called Monday Mor...","Danes on the Euro:Divided and Digging In",5802,"Business Day"
"84","2000-02-14T05:00:00+0000","Richard Bernstein reviews The Danish Girl by David Ebershoff; photo (M)","Radical Change and Enduring Love",951,"Books"
"85","2000-02-29T05:00:00+0000","Danish National Symphony Orchestra, billed as world's oldest radio orchestra, is celebrating its 75th-anniversary season, and arrives at Carnegie Hall on March 3 on its first American tour; photo of principal guest conductor, Yuri Temirkanov; Dona...","FOOTLIGHTS",420,"Arts"
"86","2000-09-29T05:00:00+0000","In a referendum with significant implications for Europe's economic and political future, Danes appeared Thursday to be voting by a very slim margin against joining the euro, according to early exit polls..The closeness of the ballot reflected the...","Exit Polls Show Danes Rejecting Euro by a Narrow Margin",2868,"Business Day"
"87","2000-04-07T05:00:00+0000","NEW YORK — The Buffalo ""Courier"" remarks : ""It is quite as well that negotiations for the acquisition of the Danish West Indies and Chatham Island in the Galapagos have been abandoned for the present. We have a sufficiency of islands","1900:Plenty of Islands : IN OUR PAGES:100, 75 AND 50 YEARS AGO",270,"Opinion"
"88","2000-07-07T05:00:00+0000","An Agence France-Presse dispatch reports the opening of a bridge ""linking Sweden once again to the Continent"" (""New Bridge Links Sweden to Denmark,"" June 30). Really? The last time I looked, Sweden (and the whole of the Scandinavian Pe","Swedish Geography : LETTERS TO THE EDITOR",344,"Opinion"
"89","2000-05-27T05:00:00+0000","","QUOTATION OF THE DAY",56,"New York"
"90","2000-01-13T05:00:00+0000","NEW YORK — American men are the finest in the world, according to Mrs. Thit Jensen, founder of the housewives' union in Denmark. ""The American man,"" she said, ""is the finest in the world. His qualities are those of a man and in him is","1925:American Man : IN OUR PAGES:100, 75 AND 50 YEARS AGO",421,"Opinion"
"91","2000-11-28T05:00:00+0000","BUFFALO, N.Y — [The Courrier says in an Editorial: ] ""Although the people of the Danish West Indies oppose annexation to the United States, their wishes are not likely to be considered if the Danes at Copenhagen can make a good enough deal with","1900:Bargain Islands : IN OUR PAGES:100, 75 AND 50 YEARS AGO",419,"Opinion"
"92","2000-12-18T05:00:00+0000","","QUOTATION OF THE DAY",61,"New York"
"93","2000-08-09T05:00:00+0000","Jar Pop, plastic gadget from Denmark, makes it easy to break a jar's vacuum seal; photo (S).","The Quest to Lift The Impossible Lid",76,"Food"
"94","2000-08-25T05:00:00+0000","","ARTS GUIDE",2586,"Style"
"95","2000-01-27T05:00:00+0000","Leonard Weisgard, children's book illustrator, dies at age 83; photo (M)","Leonard Weisgard, 83, Artist; Illustrated Books for Children",358,"Arts"
"96","2000-03-10T05:00:00+0000","The European single-currency zone got a vote of confidence Thursday, with Denmark setting a September date for a referendum on membership as Greece filed its expected application to join the 11-nation bloc..If the two countries become members of t...","Danes Advance Timetable for Euro Vote as Greeks Reapply",3136,"Business Day"
"97","2000-10-06T05:00:00+0000","The Cold War is over but the coin war is well under way. The recent Danish defeat of the euro must be viewed as just one of many battles that have been and will continue to be fought in the long campaign toward European currency unification.. Like...","Cold War to Coin War : LETTERS TO THE EDITOR",587,"Opinion"
"98","2000-03-31T05:00:00+0000","Antiques column on upcoming Sotheby's sale of Arne Schlesch collection; photos; dealer has sold his five-story Scandinavian antiques gallery in Manhattan and retired to Copenhagen (M)","Scandinavian Dealer Sells His Treasures",1126,"Arts"
"99","2000-06-15T05:00:00+0000","Group that includes Carlisle Companies of Syracuse and Caik Holding, agrees to buy Icopal, Danish maker of building materials, for 4 billion kroner ($520 million), beating bid from Trelleborg AB of Sweden; Icopal stock price graph (S)","NEW OFFER FOR ICOPAL",62,"Business Day"
"100","2000-11-21T05:00:00+0000","","Paid Notice: Deaths  BAUDOIN, SUZANNE",81,"Archives"
"101","2000-12-26T05:00:00+0000","","Paid Notice: Deaths  BORGE, VICTOR",215,"Archives"
"102","2000-01-07T05:00:00+0000","","RENTOKIL IS SELLING DISTRIBUTION BUSINESS TO TRIMAC",87,"Business Day"
"103","2000-11-27T05:00:00+0000","","Paid Notice: Deaths  HERMELIN, DAVID B.",107,"Archives"
"104","2000-01-12T05:00:00+0000","Orbis World Team Championships continue in Southampton, Bermuda (S)","Indonesia and Poland Lead in Bridge",184,"Arts"
"105","2000-01-20T05:00:00+0000","Alan Truscott bridge column on Orbis World Championships; diagram (M)","One U.S. Team Ahead, One Behind in Final",349,"Arts"
"106","2000-05-23T05:00:00+0000","","COMPANY BRIEFS",148,"Business Day"
"107","2000-06-27T05:00:00+0000","","Paid Notice: Deaths  PERMAN, ANN K.",92,"Archives"
"108","2000-08-30T05:00:00+0000","Some of the best contemporary Cuban music outside Cuba can be heard in Scandinavia. Brant Tilds, who lives in Copenhagen with his Danish wife, Greta, and their baby son, Markus, leads the timba band Latin Monster, which includes four Cuban refugee...","Brant Tilds Brings Timba Beat to Scandinavia : Warm Sounds of Cuba",5823,"Style"
"109","2000-01-14T05:00:00+0000","All four American bridge squads are likely to reach quarterfinals at Orbis World Team Championships in Bermuda (S)","All U.S. Teams Seem Headed for Bridge Quarterfinals",172,"Arts"
"110","2000-02-10T05:00:00+0000","Andrew Gary Design produces tables and lamps with 1950's and 1960's Danish Modern feel; photo (S)","Carrying a Torch For Giacometti and Brancusi",168,"Home & Garden"
"111","2000-05-19T05:00:00+0000","Bruce Arena, coach of the United States men's national soccer team, selects 22-man squad for next month's Nike US Cup (S)","Coach Selects National Squad",502,"Sports"
"112","2000-05-25T05:00:00+0000","Anna Kisselgoff reviews American Ballet Theater in performances of Swan Lake, La Sylphide and Diversion of Angels; photo (M)","American Ballet Theater Romances the Romantic With a Fresh 'Sylphide'",582,"Arts"
"113","2000-09-17T05:00:00+0000","","Bookshelf",551,"Books"
"114","2000-10-15T05:00:00+0000","","Paid Notice: Deaths  BREMS, HANS J.",138,"Archives"
"115","2000-09-20T05:00:00+0000","","West Nile Virus Forces Cancellation",144,"Sports"
"116","2000-09-24T05:00:00+0000","","Bige Doruk, Ib Olsen",536,"Style"
"117","2000-01-17T05:00:00+0000","US teams reach semifinals in Orbis World Champions for Bermuda Bowl of bridge in Southampton, Bermuda; diagram (M)","U.S. Teams Reach Semifinals At Competition in Bermuda",432,"Arts"
"118","2000-10-03T05:00:00+0000","The trouble with referendums is that people often do not answer the question they are asked. Many of the Danes who voted ""no"" to the euro last week were clearly rejecting not just the European Union's single currency, the issue on the ballot pa","Thinking Ahead / Commentary : You Can Say 'No' Without Brickbats",4634,"Business Day"
"119","2000-02-25T05:00:00+0000","Moral comeuppance and sexual redemption in Denmark. Highly ascetic.","A Bare Bones Setting For Moral Comeuppance",899,"Movies"
"120","2000-06-01T05:00:00+0000","The organizers of the Tour de France bicycle race completed their field Wednesday, selecting the Kelme team from Spain, Memory Card from Denmark and Bonjour from France as wild-card entries to join 17 teams tapped months ago..The biggest surprise ...","Citing Safety Fears, Director Spurns Calls for Extra Slot : Tour Field Rounds Out at 20",2809,"Sports"
"121","2000-06-25T05:00:00+0000","Sperm-bank business goes global, and Denmark-based Cryos is aggressively marketing in American, European and Australian markets, hoping to become the McDonald's of sperm banking; donating sperm, once a simple affair, now involves a dozen-page medi...","The Way We Live Now: 6-25-00: Salient Facts: Sperm Banks; Take It to the Bank",653,"Magazine"
"122","2000-11-21T05:00:00+0000","Scandinavian Airlines System will combine its three shares into one in first half of 2001 (S)","SAS TO UNIFY STOCKS",66,"Business Day"
"123","2000-09-29T05:00:00+0000","Grace Glueck reviews work of Danish painter Nina Sten-Knudsen at DCA Gallery (S)","Nina Sten-Knudsen",319,"Arts"
"124","2000-03-25T05:00:00+0000","European antitrust regulators launch probe into possible cartel arrangements between national breweries with unannounced visits to some of continent's major breweries, including Grolsch, Bavaria and Heineken of Netherlands, Carlsberg SA of Denmark...","European Antitrust Regulators Investigating Breweries",478,"Business Day"
"125","2000-11-19T05:00:00+0000","","Paid Notice: Deaths  BAUDOIN, SUZANNE",154,"Archives"
"126","2000-02-10T05:00:00+0000","Alan Truscot bridge column on 14-year-old Martin Schaltz, third-generation bridge player who received International Bridge Press Assn's Levendaal Award for best play by junior in recent open team tournament in Bermuda; diagramed play (M)","A Third-Generation Player Is Canny at 14",472,"Arts"
"127","2000-08-20T05:00:00+0000","Article on 16th annual Scandinavial Fest in Stanope, NJ, where people from Denmark, Estonia, Finland, Iceland, Norway and Sweden, will gather on Labor Day weekend; photos (M)","Scandinavia on The Delaware",1496,"New York"
"128","2000-09-01T05:00:00+0000","Both US teams are likely to qualify for playoffs at World Bridge Championships (S)","U.S. Teams Likely to Qualify For World Bridge Playoffs",232,"Movies"
"129","2000-04-07T05:00:00+0000","At the Movies column; Turner Classic Movies Archival Project pays annual visit to New York to interview veteran film industry figures; writer Budd Schulberg, son of early Paramount executive and literary agent, recalls growing up in Hollywood; pho...","AT THE MOVIES",1119,"Movies"
"130","2000-10-11T05:00:00+0000","","Paid Notice: Deaths  BORGE, SANNA SARABEL.",170,"Archives"
